	description	link	title	link_class	type
69	Ground shaking risk M6.5 - Moderate Damage State M6.5  (normalized)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M6.5%20-%20Moderate%20Damage%20State%20M6.5%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22NormalizeModerateDamageStateM65%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M6.5 - Moderate Damage State M6.5  (normalize)	<type 'unicode'>	5%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22NormalizeModerateDamageStateM65%22%2C0%2Cnull%5D%5D%7D
70	Ground shaking risk M6.5 - Moderate Damage State M6.5  (absolute)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M6.5%20-%20Moderate%20Damage%20State%20M6.5%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22AbsoluteModerateDamageStateM65%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M6.5 - Moderate Damage State M6.5  (absolute)	<type 'unicode'>	5%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22AbsoluteModerateDamageStateM65%22%2C0%2Cnull%5D%5D%7D
71	Ground shaking risk M6.5 - Life Threatening Injuries M6.5  (normalized)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M6.5%20-%20Life%20Threatening%20Injuries%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22NormalizeLifeThreateningInjuries%22%2C0%2Cnull%5D%5D%7D	 Ground shaking risk M6.5 - Life Threatening Injuries M6.5  (normalized)	<type 'unicode'>	5%20-%20Life%20Threatening%20Injuries%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22NormalizeLifeThreateningInjuries%22%2C0%2Cnull%5D%5D%7D
72	Ground shaking risk M6.5 - Life Threatening Injuries M6.5  (absolute)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M6.5%20-%20Life%20Threatening%20Injuries%20M6.5%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22AbsoluteLifeThreateningInjuriesM65%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M6.5 - Life Threatening Injuries M6.5  (absolute)	<type 'unicode'>	5%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22AbsoluteLifeThreateningInjuriesM65%22%2C0%2Cnull%5D%5D%7D
73	Ground shaking risk M6.5 - Extensive Damage State M6.5  (normalized)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M6.5%20-%20Extensive%20Damage%20State%20M6.5%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22NormalizeExtensiveDamageStateM65%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M6.5 - Extensive Damage State M6.5  (normalized)	<type 'unicode'>	5%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22NormalizeExtensiveDamageStateM65%22%2C0%2Cnull%5D%5D%7D
74	Ground shaking risk M6.5 - Extensive Damage State M6.5  (absolute)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M6.5%20-%20Extensive%20Damage%20State%20M6.5%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22AbsoluteExtensiveDamageStateM65%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M6.5 - Extensive Damage State M6.5  (absolute)	<type 'unicode'>	5%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22AbsoluteExtensiveDamageStateM65%22%2C0%2Cnull%5D%5D%7D
75	Ground shaking risk M6.5 - Estimated Economic Loss per Barangay M6.5  (normalized)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph)....	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M6.5%20-%20Estimated%20Economic%20Loss%20per%20Barangay%20M6.5%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22NormalizeEstimatedEconomicLossperBarangayM65%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M6.5 - Estimated Economic Loss per Barangay M6.5  (normalized)	<type 'unicode'>	5%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22NormalizeEstimatedEconomicLossperBarangayM65%22%2C0%2Cnull%5D%5D%7D
76	Ground shaking risk M6.5 - Economic Loss M6.5  (absolute)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was shared...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M6.5%20-%20Economic%20Loss%20M6.5%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22AbsoluteEconomicLossM65%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M6.5 - Economic Loss M6.5  (absolute)	<type 'unicode'>	5%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22AbsoluteEconomicLossM65%22%2C0%2Cnull%5D%5D%7D
77	Ground shaking risk M6.5 - Complete Damage State M6.5 (normalized)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13476205.377988%2C1647039.2929932%2C4%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M6.5%20-%20Complete%20Damage%20State%20M6.5%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22NormalizeCompleteDamageStateM65%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M6.5 - Complete Damage State M6.5 (normalized)	<type 'unicode'>	5%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22NormalizeCompleteDamageStateM65%22%2C0%2Cnull%5D%5D%7D
78	Ground shaking risk M6.5 - Complete Damage State M6.5 (absolute)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13476205.377988%2C1647039.2929932%2C4%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M6.5%20-%20Complete%20Damage%20State%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22AbsoluteCompleteDamageState%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M6.5 - Complete Damage State M6.5 (absolute)	<type 'unicode'>	5%20-%20Complete%20Damage%20State%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22AbsoluteCompleteDamageState%22%2C0%2Cnull%5D%5D%7D
79	Ground shaking risk M6.5 - Collapsed Damage State M6.5(normalized)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13476205.377988%2C1647039.2929932%2C4%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M6.5%20-%20Collapsed%20Damage%20State%20M6.5%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22NormalizeCollapsedDamageStateM65%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M6.5 - Collapsed Damage State M6.5(normalized)	<type 'unicode'>	5%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22NormalizeCollapsedDamageStateM65%22%2C0%2Cnull%5D%5D%7D
80	Ground shaking risk M6.5 - Collapsed Damage State M6.5 (absolute)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13476205.377988%2C1647039.2929932%2C4%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M6.5%20-%20Collapsed%20Damage%20State%20M6.5%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22AbsoluteCollapsedDamageStateM65%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M6.5 - Collapsed Damage State M6.5 (absolute)	<type 'unicode'>	5%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m6p5_webmercator%22%2C1%2C%22AbsoluteCollapsedDamageStateM65%22%2C0%2Cnull%5D%5D%7D
81	The READY - Volcanic Geohazard Map is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was shared to the portal by the...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13488662.868181%2C1565514.3903601%2C4%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Volcanic%20hazard%22%2C%22geoportal%3Aready_volcanic%22%2C1%2C%22READYVolcanicHazard%22%2C0%2Cnull%5D%5D%7D	Volcanic hazard	<type 'unicode'>	3903601%2C4%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Volcanic%20hazard%22%2C%22geoportal%3Aready_volcanic%22%2C1%2C%22READYVolcanicHazard%22%2C0%2Cnull%5D%5D%7D
82	Tsunami wave height	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13833920.047441%2C1325801.4109339%2C3%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Tsunami%20wave%20height%22%2C%22geoportal%3Aready_tsunamiht%22%2C1%2C%22READYTsunamiWaveHeight%22%2C1%2Cnull%5D%5D%7D	Tsunami wave height	<type 'unicode'>	4109339%2C3%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Tsunami%20wave%20height%22%2C%22geoportal%3Aready_tsunamiht%22%2C1%2C%22READYTsunamiWaveHeight%22%2C1%2Cnull%5D%5D%7D
83	The READY - Tsunami Geohazard Map is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was shared to the portal by the Ready...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13974504.985698%2C1191624.3196633%2C3%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Tsunami%20hazard%22%2C%22geoportal%3Aready_tsunami%22%2C1%2C%22READYTsunamiHazard%22%2C0%2Cnull%5D%5D%7D	Tsunami hazard	<type 'unicode'>	3196633%2C3%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Tsunami%20hazard%22%2C%22geoportal%3Aready_tsunami%22%2C1%2C%22READYTsunamiHazard%22%2C0%2Cnull%5D%5D%7D
84	Ground shaking risk M7.2 - Slight Injuries M7.2 per Barangay (normalized)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M7.2%20-%20Slight%20Injuries%20M7.2%20per%20Barangay%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22NormalizedSlightInjuriesM72perBarangay%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M7.2 - Slight Injuries M7.2 per Barangay (normalized)	<type 'unicode'>	2%20per%20Barangay%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22NormalizedSlightInjuriesM72perBarangay%22%2C0%2Cnull%5D%5D%7D
85	Ground shaking risk M7.2 - Slight Injuries M7.2 (absolute)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was shared...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M7.2%20-%20Slight%20Injuries%20M7.2%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22AbsoluteSlightInjuriesM72%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M7.2 - Slight Injuries M7.2 (absolute)	<type 'unicode'>	2%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22AbsoluteSlightInjuriesM72%22%2C0%2Cnull%5D%5D%7D
86	Ground shaking risk M7.2 - Slight Damage State M7.2 per Barangay (normalized)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M7.2%20-%20Slight%20Damage%20State%20M7.2%20per%20Barangay%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22NormalizedSlightDamageStateM72perBarangay%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M7.2 - Slight Damage State M7.2 per Barangay (normalized)	<type 'unicode'>	2%20per%20Barangay%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22NormalizedSlightDamageStateM72perBarangay%22%2C0%2Cnull%5D%5D%7D
87	Ground shaking risk M7.2 - Slight Damage State M7.2 (absolute)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M7.2%20-%20Slight%20Damage%20State%20M7.2%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22AbsoluteSlightDamageStateM72%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M7.2 - Slight Damage State M7.2 (absolute)	<type 'unicode'>	2%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22AbsoluteSlightDamageStateM72%22%2C0%2Cnull%5D%5D%7D
88	Ground shaking risk M7.2 - Serious But Non-Life Threatening M7.2 per Barangay (normalized)  is a fundamental dataset uploaded to the Philippine Geoportal System...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M7.2%20-%20Serious%20But%20Non-Life%20Threatening%20M7.2%20per%20Barangay%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22NormalizedSeriousButNonLifeThreateningM72perBarangay%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M7.2 - Serious But Non-Life Threatening M7.2 per Barangay (normalized)	<type 'unicode'>	2%20per%20Barangay%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22NormalizedSeriousButNonLifeThreateningM72perBarangay%22%2C0%2Cnull%5D%5D%7D
89	Ground shaking risk M7.2 - Serious But Non-Life Threatening M7.2 (absolute)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M7.2%20-%20Serious%20But%20Non-Life%20Threatening%20M7.2%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22AbsoluteSeriousButNonLifeThreateningM72%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M7.2 - Serious But Non-Life Threatening M7.2 (absolute)	<type 'unicode'>	2%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22AbsoluteSeriousButNonLifeThreateningM72%22%2C0%2Cnull%5D%5D%7D
90	Ground shaking risk M7.2 - Number of Fatalities M7.2 per Barangay (normalized)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M7.2%20-%20Number%20of%20Fatalities%20M7.2%20per%20Barangay%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22NormalizedNumberofFatalitiesM72perBarangay%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M7.2 - Number of Fatalities M7.2 per Barangay (normalized)	<type 'unicode'>	2%20per%20Barangay%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22NormalizedNumberofFatalitiesM72perBarangay%22%2C0%2Cnull%5D%5D%7D
91	Ground shaking risk M7.2 - Moderate Damage State M7.2  per Barangay (normalized)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph)....	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M7.2%20-%20Moderate%20Damage%20State%20M7.2%20per%20Barangay%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22NormalizedModerateDamageStateM72perBarangay%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M7.2 - Moderate Damage State M7.2  per Barangay (normalized)	<type 'unicode'>	2%20per%20Barangay%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22NormalizedModerateDamageStateM72perBarangay%22%2C0%2Cnull%5D%5D%7D
92	Ground shaking risk M7.2 - Moderate Damage State M7.2 (absolute)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M7.2%20-%20Moderate%20Damage%20State%20M7.2%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22AbsoluteModerateDamageStateM72%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M7.2 - Moderate Damage State M7.2 (absolute)	<type 'unicode'>	2%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22AbsoluteModerateDamageStateM72%22%2C0%2Cnull%5D%5D%7D
93	This dataset contains NEDA Updates for May 2, 2013	http://data.insomnation.com/catalogue/storage/f/2014-01-03T06%3A27%3A42.555Z/02-may-2013-neda-updates.csv	02 May 2013 NEDA Updates	<type 'unicode'>	csv
94	This dataset contains NEDA Updates for October 2, 2013	http://data.insomnation.com/catalogue/storage/f/2014-01-03T06%3A24%3A37.816Z/2-october-2013-neda-updates.csv	02 October 2013 NEDA Updates	<type 'unicode'>	csv
95	Ground shaking risk M7.2 - Life Threatening Injuries M7.2 per Barangay (normalized)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph)....	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M7.2%20-%20Life%20Threatening%20Injuries%20M7.2%20per%20Barangay%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22NormalizedLifeThreateningInjuriesM72perBarangay%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M7.2 - Life Threatening Injuries M7.2 per Barangay (normalized)	<type 'unicode'>	2%20per%20Barangay%20%28normalized%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22NormalizedLifeThreateningInjuriesM72perBarangay%22%2C0%2Cnull%5D%5D%7D
96	This dataset contains NEDA Updates for April 3, 2013	http://data.insomnation.com/catalogue/storage/f/2014-01-03T06%3A21%3A45.003Z/3-april-neda-updates.csv	03 April 2013 NEDA Updates	<type 'unicode'>	csv
97	This dataset contains NEDA Updates for July 3, 2013	http://data.insomnation.com/catalogue/storage/f/2014-01-03T06%3A18%3A56.693Z/03-july-2013-neda-updates.csv	03 July 2013 NEDA Updates	<type 'unicode'>	csv
98	This dataset contains NEDA Updates for June 5, 2013	http://data.insomnation.com/catalogue/storage/f/2014-01-03T06%3A15%3A33.741Z/05-june-2013-neda-updates.csv	05 June 2013 NEDA Updates	<type 'unicode'>	csv
99	Ground shaking risk M7.2 - Life Threatening Injuries M7.2 (absolute)  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13478029.682%2C1641148.4546%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20Shaking%20Risk%20M7.2%20-%20Life%20Threatening%20Injuries%20M7.2%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22AbsoluteLifeThreateningInjuriesM72%22%2C0%2Cnull%5D%5D%7D	Ground shaking risk M7.2 - Life Threatening Injuries M7.2 (absolute)	<type 'unicode'>	2%20%28absolute%29%22%2C%22geoportal%3Arap_gsrisk_brgy_m7p2_webmercator%22%2C1%2C%22AbsoluteLifeThreateningInjuriesM72%22%2C0%2Cnull%5D%5D%7D
